clip_id,source,model,profile,prompt_id,pattern,register,technique,analysis_tier,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__long_low__t-legato_slur__d-p__p-constant__v-V3__take01,real,real_violin,constant,long_low,long,low,legato_slur,real_counterfactual_primary,49,p,32,32,,V3,P1,1,1,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_low__t-legato_slur__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__long_low__t-legato_slur__d-p__p-constant__v-V3__take01.wav,planned,451
r__scale_high__t-sustain__d-mf__p-constant__v-V1__take01,real,real_violin,constant,scale_high,scale,high,sustain,real_counterfactual_primary,36,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-sustain__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__scale_high__t-sustain__d-mf__p-constant__v-V1__take01.wav,planned,452
r__repeat_low__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_low,repeat,low,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_low__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,453
r__repeat_mid__t-staccato__d-f__p-constant__v-V3__take01,real,real_violin,constant,repeat_mid,repeat,mid,staccato,real_counterfactual_primary,40,f,96,96,,V3,P1,1,1,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__repeat_mid__t-staccato__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_mid__t-staccato__d-f__p-constant__v-V3__take01.wav,planned,454
r__leap_mid__t-staccato__d-f__p-constant__v-V1__take02,real,real_violin,constant,leap_mid,leap,mid,staccato,real_counterfactual_primary,40,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-staccato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__leap_mid__t-staccato__d-f__p-constant__v-V1__take02.wav,planned,455
r__scale_low__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_low,scale,low,staccato,real_counterfactual_primary,40,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_low__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_low__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,456
r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V2__take02,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,real_counterfactual_primary,49,mf,64,64,,V2,P1,2,2,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,planned,457
r__leap_low__t-sustain__d-f__p-constant__v-V3__take01,real,real_violin,constant,leap_low,leap,low,sustain,real_counterfactual_primary,36,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__leap_low__t-sustain__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__leap_low__t-sustain__d-f__p-constant__v-V3__take01.wav,planned,458
r__long_mid__t-legato_slur__d-p__p-constant__v-V2__take01,real,real_violin,constant,long_mid,long,mid,legato_slur,real_counterfactual_primary,49,p,32,32,,V2,P1,1,1,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__long_mid__t-legato_slur__d-p__p-constant__v-V2__take01.wav,planned,459
r__repeat_mid__t-pizzicato__d-p__p-constant__v-V3__take02,real,real_violin,constant,repeat_mid,repeat,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V3,P1,2,2,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__repeat_mid__t-pizzicato__d-p__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_mid__t-pizzicato__d-p__p-constant__v-V3__take02.wav,planned,460
r__scale_high__t-sustain__d-mf__p-constant__v-V1__take02,real,real_violin,constant,scale_high,scale,high,sustain,real_counterfactual_primary,36,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__scale_high__t-sustain__d-mf__p-constant__v-V1__take02.wav,planned,461
r__scale_high__t-pizzicato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,scale_high,scale,high,pizzicato,real_counterfactual_primary,43,mf,64,64,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__scale_high__t-pizzicato__d-mf__p-constant__v-V2__take02.wav,planned,462
r__long_low__t-sustain__d-f__p-constant__v-V2__take02,real,real_violin,constant,long_low,long,low,sustain,real_counterfactual_primary,36,f,96,96,,V2,P1,2,2,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__long_low__t-sustain__d-f__p-constant__v-V2__take02.wav,planned,463
r__scale_high__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,scale_high,scale,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__scale_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,464
r__repeat_low__t-sustain__d-mf__p-constant__v-V2__take01,real,real_violin,constant,repeat_low,repeat,low,sustain,real_counterfactual_primary,36,mf,64,64,,V2,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,planned,465
r__repeat_low__t-sustain__d-p__p-constant__v-V2__take01,real,real_violin,constant,repeat_low,repeat,low,sustain,real_counterfactual_primary,36,p,32,32,,V2,P1,1,1,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_low__t-sustain__d-p__p-constant__v-V2__take01.wav,planned,466
r__scale_mid__t-pizzicato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,scale_mid,scale,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,planned,467
r__long_mid__t-sustain__d-mf__p-constant__v-V2__take01,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,mf,64,64,,V2,P1,1,1,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__long_mid__t-sustain__d-mf__p-constant__v-V2__take01.wav,planned,468
r__long_high__t-legato_slur__d-mf__p-constant__v-V2__take02,real,real_violin,constant,long_high,long,high,legato_slur,real_counterfactual_primary,49,mf,64,64,,V2,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__long_high__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__long_high__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,planned,469
r__scale_mid__t-staccato__d-p__p-constant__v-V2__take01,real,real_violin,constant,scale_mid,scale,mid,staccato,real_counterfactual_primary,40,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-staccato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__scale_mid__t-staccato__d-p__p-constant__v-V2__take01.wav,planned,470
r__long_high__t-sustain__d-f__p-constant__v-V2__take02,real,real_violin,constant,long_high,long,high,sustain,real_counterfactual_primary,36,f,96,96,,V2,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__long_high__t-sustain__d-f__p-constant__v-V2__take02.wav,planned,471
r__long_high__t-sustain__d-mf__p-constant__v-V3__take02,real,real_violin,constant,long_high,long,high,sustain,real_counterfactual_primary,36,mf,64,64,,V3,P1,2,2,81.0,True,0.75,data/midi/full/reference/ref__long_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__long_high__t-sustain__d-mf__p-constant__v-V3__take02.wav,planned,472
r__leap_high__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,leap_high,leap,high,pizzicato,real_counterfactual_primary,43,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__leap_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,473
r__scale_mid__t-pizzicato__d-f__p-constant__v-V3__take02,real,real_violin,constant,scale_mid,scale,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__scale_mid__t-pizzicato__d-f__p-constant__v-V3__take02.wav,planned,474
r__scale_high__t-staccato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,scale_high,scale,high,staccato,real_counterfactual_primary,40,mf,64,64,,V2,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-staccato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__scale_high__t-staccato__d-mf__p-constant__v-V2__take02.wav,planned,475
r__leap_mid__t-pizzicato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,leap_mid,leap,mid,pizzicato,real_counterfactual_primary,43,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__leap_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,planned,476
r__long_low__t-sustain__d-mf__p-constant__v-V2__take01,real,real_violin,constant,long_low,long,low,sustain,real_counterfactual_primary,36,mf,64,64,,V2,P1,1,1,57.0,True,0.75,data/midi/full/reference/ref__long_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__long_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,planned,477
r__scale_high__t-legato_slur__d-mf__p-constant__v-V2__take01,real,real_violin,constant,scale_high,scale,high,legato_slur,real_counterfactual_primary,49,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__scale_high__t-legato_slur__d-mf__p-constant__v-V2__take01.wav,planned,478
r__scale_low__t-pizzicato__d-f__p-constant__v-V3__take02,real,real_violin,constant,scale_low,scale,low,pizzicato,real_counterfactual_primary,43,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_low__t-pizzicato__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__scale_low__t-pizzicato__d-f__p-constant__v-V3__take02.wav,planned,479
r__leap_high__t-staccato__d-p__p-constant__v-V2__take01,real,real_violin,constant,leap_high,leap,high,staccato,real_counterfactual_primary,40,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__leap_high__t-staccato__d-p__p-constant__v-V2__take01.wav,planned,480
r__scale_high__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,scale_high,scale,high,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_high__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__scale_high__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,481
r__long_mid__t-pizzicato__d-p__p-constant__v-V3__take01,real,real_violin,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,p,32,32,,V3,P1,1,1,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__long_mid__t-pizzicato__d-p__p-constant__v-V3__take01.wav,planned,482
r__leap_high__t-legato_slur__d-f__p-constant__v-V2__take01,real,real_violin,constant,leap_high,leap,high,legato_slur,real_counterfactual_primary,49,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__leap_high__t-legato_slur__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__leap_high__t-legato_slur__d-f__p-constant__v-V2__take01.wav,planned,483
r__repeat_mid__t-legato_slur__d-p__p-constant__v-V2__take01,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,real_counterfactual_primary,49,p,32,32,,V2,P1,1,1,74.0,True,0.75,data/midi/full/reference/ref__repeat_mid__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-p__p-constant__v-V2__take01.wav,planned,484
r__long_mid__t-staccato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,long_mid,long,mid,staccato,real_counterfactual_primary,40,mf,64,64,,V3,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-staccato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__long_mid__t-staccato__d-mf__p-constant__v-V3__take02.wav,planned,485
r__repeat_low__t-pizzicato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,repeat_low,repeat,low,pizzicato,real_counterfactual_primary,43,mf,64,64,,V3,P1,2,2,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_low__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,planned,486
r__repeat_low__t-sustain__d-f__p-constant__v-V2__take02,real,real_violin,constant,repeat_low,repeat,low,sustain,real_counterfactual_primary,36,f,96,96,,V2,P1,2,2,62.0,True,0.75,data/midi/full/reference/ref__repeat_low__t-sustain__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_low__t-sustain__d-f__p-constant__v-V2__take02.wav,planned,487
r__scale_mid__t-sustain__d-p__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-sustain__d-p__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-sustain__d-p__p-constant__v-V1__take01.wav,planned,488
r__long_mid__t-pizzicato__d-f__p-constant__v-V2__take02,real,real_violin,constant,long_mid,long,mid,pizzicato,real_counterfactual_primary,43,f,96,96,,V2,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__long_mid__t-pizzicato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__long_mid__t-pizzicato__d-f__p-constant__v-V2__take02.wav,planned,489
r__leap_low__t-pizzicato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,leap_low,leap,low,pizzicato,real_counterfactual_primary,43,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__leap_low__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,planned,490
r__leap_mid__t-sustain__d-f__p-constant__v-V3__take02,real,real_violin,constant,leap_mid,leap,mid,sustain,real_counterfactual_primary,36,f,96,96,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__leap_mid__t-sustain__d-f__p-constant__v-V3__take02.wav,data/real_raw/r__leap_mid__t-sustain__d-f__p-constant__v-V3__take02.wav,planned,491
r__scale_mid__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,scale_mid,scale,mid,staccato,real_counterfactual_primary,40,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__scale_mid__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,492
r__scale_high__t-pizzicato__d-f__p-constant__v-V1__take02,real,real_violin,constant,scale_high,scale,high,pizzicato,real_counterfactual_primary,43,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__scale_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__scale_high__t-pizzicato__d-f__p-constant__v-V1__take02.wav,planned,493
r__leap_low__t-legato_slur__d-mf__p-constant__v-V3__take02,real,real_violin,constant,leap_low,leap,low,legato_slur,real_counterfactual_primary,49,mf,64,64,,V3,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__leap_low__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,planned,494
r__long_mid__t-sustain__d-mf__p-constant__v-V2__take02,real,real_violin,constant,long_mid,long,mid,sustain,real_counterfactual_primary,36,mf,64,64,,V2,P1,2,2,69.0,True,0.75,data/midi/full/reference/ref__long_mid__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-sustain__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__long_mid__t-sustain__d-mf__p-constant__v-V2__take02.wav,planned,495
r__leap_low__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,leap_low,leap,low,pizzicato,real_counterfactual_primary,43,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/full/reference/ref__leap_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__leap_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,496
r__scale_low__t-sustain__d-mf__p-constant__v-V2__take01,real,real_violin,constant,scale_low,scale,low,sustain,real_counterfactual_primary,36,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/full/reference/ref__scale_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__scale_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,planned,497
r__leap_high__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,leap_high,leap,high,sustain,real_counterfactual_primary,36,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/full/reference/ref__leap_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__leap_high__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__leap_high__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,498
