clip_id,source,model,profile,prompt_id,pattern,register,technique,technique_keyswitch,dynamic_label,cc1_initial,cc1_final,branch_offset_s,violin_id,performer_id,take,replicate,reference_midi,single_pitch,note_onset_s,midi_path,audio_path,raw_audio_path,status,recording_order
r__leap_low__t-pizzicato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,leap_low,leap,low,pizzicato,43,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__leap_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__leap_low__t-pizzicato__d-mf__p-constant__v-V1__take01.wav,planned,753
r__arpeggio_mid__t-staccato__d-p__p-constant__v-V1__take02,real,real_violin,constant,arpeggio_mid,arpeggio,mid,staccato,40,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__arpeggio_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__arpeggio_mid__t-staccato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__arpeggio_mid__t-staccato__d-p__p-constant__v-V1__take02.wav,planned,754
r__descend_high__t-pizzicato__d-p__p-constant__v-V1__take02,real,real_violin,constant,descend_high,descend,high,pizzicato,43,p,32,32,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__descend_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__descend_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__descend_high__t-pizzicato__d-p__p-constant__v-V1__take02.wav,planned,755
r__leap_high__t-legato_slur__d-mf__p-constant__v-V1__take01,real,real_violin,constant,leap_high,leap,high,legato_slur,49,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__leap_high__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__leap_high__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,planned,756
r__scale_high__t-pizzicato__d-f__p-constant__v-V2__take02,real,real_violin,constant,scale_high,scale,high,pizzicato,43,f,96,96,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__scale_high__t-pizzicato__d-f__p-constant__v-V2__take02.wav,planned,757
r__repeat_low__t-legato_slur__d-mf__p-constant__v-V2__take02,real,real_violin,constant,repeat_low,repeat,low,legato_slur,49,mf,64,64,,V2,P1,2,2,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__repeat_low__t-legato_slur__d-mf__p-constant__v-V2__take02.wav,planned,758
r__long_short_high__t-sustain__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_short_high,long_short,high,sustain,36,p,32,32,,V1,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_short_high__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_short_high__t-sustain__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_short_high__t-sustain__d-p__p-constant__v-V1__take02.wav,planned,759
r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,repeat_mid,repeat,mid,pizzicato,43,mf,64,64,,V3,P1,2,2,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__repeat_mid__t-pizzicato__d-mf__p-constant__v-V3__take02.wav,planned,760
r__long_high__t-staccato__d-p__p-constant__v-V1__take02,real,real_violin,constant,long_high,long,high,staccato,40,p,32,32,,V1,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_high__t-staccato__d-p__p-constant__v-V1__take02.wav,data/real_raw/r__long_high__t-staccato__d-p__p-constant__v-V1__take02.wav,planned,761
r__leap_high__t-staccato__d-p__p-constant__v-V2__take02,real,real_violin,constant,leap_high,leap,high,staccato,40,p,32,32,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_high__t-staccato__d-p__p-constant__v-V2__take02.wav,data/real_raw/r__leap_high__t-staccato__d-p__p-constant__v-V2__take02.wav,planned,762
r__long_high__t-sustain__d-f__p-constant__v-V2__take02,real,real_violin,constant,long_high,long,high,sustain,36,f,96,96,,V2,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__long_high__t-sustain__d-f__p-constant__v-V2__take02.wav,planned,763
r__long_low__t-sustain__d-p__p-constant__v-V2__take01,real,real_violin,constant,long_low,long,low,sustain,36,p,32,32,,V2,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__long_low__t-sustain__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__long_low__t-sustain__d-p__p-constant__v-V2__take01.wav,planned,764
r__leap_high__t-sustain__d-f__p-constant__v-V2__take01,real,real_violin,constant,leap_high,leap,high,sustain,36,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-sustain__d-f__p-constant.mid,data/real_48k/r__leap_high__t-sustain__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__leap_high__t-sustain__d-f__p-constant__v-V2__take01.wav,planned,765
r__long_high__t-sustain__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_high,long,high,sustain,36,mf,64,64,,V1,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_high__t-sustain__d-mf__p-constant__v-V1__take01.wav,planned,766
r__long_high__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,long_high,long,high,staccato,40,mf,64,64,,V1,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__long_high__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__long_high__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,767
r__scale_low__t-pizzicato__d-f__p-constant__v-V2__take02,real,real_violin,constant,scale_low,scale,low,pizzicato,43,f,96,96,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_low__t-pizzicato__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__scale_low__t-pizzicato__d-f__p-constant__v-V2__take02.wav,planned,768
r__repeat_low__t-legato_slur__d-f__p-constant__v-V3__take01,real,real_violin,constant,repeat_low,repeat,low,legato_slur,49,f,96,96,,V3,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_low__t-legato_slur__d-f__p-constant__v-V3__take01.wav,planned,769
r__repeat_slow_low__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,repeat_slow_low,repeat_slow,low,staccato,40,mf,64,64,,V1,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__repeat_slow_low__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_slow_low__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,770
r__scale_low__t-pizzicato__d-f__p-constant__v-V3__take01,real,real_violin,constant,scale_low,scale,low,pizzicato,43,f,96,96,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_low__t-pizzicato__d-f__p-constant__v-V3__take01.wav,data/real_raw/r__scale_low__t-pizzicato__d-f__p-constant__v-V3__take01.wav,planned,771
r__descend_low__t-staccato__d-mf__p-constant__v-V1__take01,real,real_violin,constant,descend_low,descend,low,staccato,40,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__descend_low__t-staccato__d-mf__p-constant.mid,data/real_48k/r__descend_low__t-staccato__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__descend_low__t-staccato__d-mf__p-constant__v-V1__take01.wav,planned,772
r__long_mid__t-legato_slur__d-mf__p-constant__v-V3__take02,real,real_violin,constant,long_mid,long,mid,legato_slur,49,mf,64,64,,V3,P1,2,2,69.0,True,0.75,data/midi/expanded/reference/ref__long_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__long_mid__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__long_mid__t-legato_slur__d-mf__p-constant__v-V3__take02.wav,planned,773
r__scale_high__t-legato_slur__d-f__p-constant__v-V1__take01,real,real_violin,constant,scale_high,scale,high,legato_slur,49,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__scale_high__t-legato_slur__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__scale_high__t-legato_slur__d-f__p-constant__v-V1__take01.wav,planned,774
r__leap_mid__t-staccato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,leap_mid,leap,mid,staccato,40,mf,64,64,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_mid__t-staccato__d-mf__p-constant.mid,data/real_48k/r__leap_mid__t-staccato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__leap_mid__t-staccato__d-mf__p-constant__v-V2__take02.wav,planned,775
r__leap_low__t-legato_slur__d-f__p-constant__v-V2__take02,real,real_violin,constant,leap_low,leap,low,legato_slur,49,f,96,96,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-legato_slur__d-f__p-constant.mid,data/real_48k/r__leap_low__t-legato_slur__d-f__p-constant__v-V2__take02.wav,data/real_raw/r__leap_low__t-legato_slur__d-f__p-constant__v-V2__take02.wav,planned,776
r__scale_mid__t-sustain__d-f__p-constant__v-V1__take02,real,real_violin,constant,scale_mid,scale,mid,sustain,36,f,96,96,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-sustain__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,data/real_raw/r__scale_mid__t-sustain__d-f__p-constant__v-V1__take02.wav,planned,777
r__arpeggio_high__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,arpeggio_high,arpeggio,high,staccato,40,p,32,32,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__arpeggio_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__arpeggio_high__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__arpeggio_high__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,778
r__repeat_low__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_low,repeat,low,staccato,40,p,32,32,,V1,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_low__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,779
r__arpeggio_high__t-legato_slur__d-mf__p-constant__v-V1__take01,real,real_violin,constant,arpeggio_high,arpeggio,high,legato_slur,49,mf,64,64,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__arpeggio_high__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__arpeggio_high__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,data/real_raw/r__arpeggio_high__t-legato_slur__d-mf__p-constant__v-V1__take01.wav,planned,780
r__long_high__t-staccato__d-mf__p-constant__v-V3__take02,real,real_violin,constant,long_high,long,high,staccato,40,mf,64,64,,V3,P1,2,2,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-staccato__d-mf__p-constant.mid,data/real_48k/r__long_high__t-staccato__d-mf__p-constant__v-V3__take02.wav,data/real_raw/r__long_high__t-staccato__d-mf__p-constant__v-V3__take02.wav,planned,781
r__long_short_low__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_short_low,long_short,low,staccato,40,p,32,32,,V1,P1,1,1,57.0,True,0.75,data/midi/expanded/reference/ref__long_short_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_short_low__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_short_low__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,782
r__leap_high__t-pizzicato__d-p__p-constant__v-V3__take01,real,real_violin,constant,leap_high,leap,high,pizzicato,43,p,32,32,,V3,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_high__t-pizzicato__d-p__p-constant.mid,data/real_48k/r__leap_high__t-pizzicato__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__leap_high__t-pizzicato__d-p__p-constant__v-V3__take01.wav,planned,783
r__repeat_slow_mid__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_slow_mid,repeat_slow,mid,staccato,40,p,32,32,,V1,P1,1,1,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_mid__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_slow_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_slow_mid__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,784
r__scale_low__t-pizzicato__d-mf__p-constant__v-V2__take02,real,real_violin,constant,scale_low,scale,low,pizzicato,43,mf,64,64,,V2,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_low__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_low__t-pizzicato__d-mf__p-constant__v-V2__take02.wav,data/real_raw/r__scale_low__t-pizzicato__d-mf__p-constant__v-V2__take02.wav,planned,785
r__long_high__t-sustain__d-mf__p-constant__v-V3__take01,real,real_violin,constant,long_high,long,high,sustain,36,mf,64,64,,V3,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-sustain__d-mf__p-constant.mid,data/real_48k/r__long_high__t-sustain__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__long_high__t-sustain__d-mf__p-constant__v-V3__take01.wav,planned,786
r__leap_low__t-staccato__d-p__p-constant__v-V2__take01,real,real_violin,constant,leap_low,leap,low,staccato,40,p,32,32,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__leap_low__t-staccato__d-p__p-constant.mid,data/real_48k/r__leap_low__t-staccato__d-p__p-constant__v-V2__take01.wav,data/real_raw/r__leap_low__t-staccato__d-p__p-constant__v-V2__take01.wav,planned,787
r__repeat_slow_high__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,repeat_slow_high,repeat_slow,high,staccato,40,p,32,32,,V1,P1,1,1,86.0,True,0.75,data/midi/expanded/reference/ref__repeat_slow_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__repeat_slow_high__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__repeat_slow_high__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,788
r__repeat_low__t-sustain__d-p__p-constant__v-V3__take01,real,real_violin,constant,repeat_low,repeat,low,sustain,36,p,32,32,,V3,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-sustain__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_low__t-sustain__d-p__p-constant__v-V3__take01.wav,planned,789
r__arpeggio_low__t-sustain__d-mf__p-constant__v-V1__take02,real,real_violin,constant,arpeggio_low,arpeggio,low,sustain,36,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__arpeggio_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__arpeggio_low__t-sustain__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__arpeggio_low__t-sustain__d-mf__p-constant__v-V1__take02.wav,planned,790
r__scale_mid__t-staccato__d-f__p-constant__v-V2__take01,real,real_violin,constant,scale_mid,scale,mid,staccato,40,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-staccato__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-staccato__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__scale_mid__t-staccato__d-f__p-constant__v-V2__take01.wav,planned,791
r__repeat_mid__t-pizzicato__d-f__p-constant__v-V2__take01,real,real_violin,constant,repeat_mid,repeat,mid,pizzicato,43,f,96,96,,V2,P1,1,1,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__repeat_mid__t-pizzicato__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_mid__t-pizzicato__d-f__p-constant__v-V2__take01.wav,planned,792
r__scale_high__t-pizzicato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,scale_high,scale,high,pizzicato,43,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__scale_high__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,planned,793
r__scale_mid__t-pizzicato__d-f__p-constant__v-V2__take01,real,real_violin,constant,scale_mid,scale,mid,pizzicato,43,f,96,96,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-pizzicato__d-f__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-f__p-constant__v-V2__take01.wav,data/real_raw/r__scale_mid__t-pizzicato__d-f__p-constant__v-V2__take01.wav,planned,794
r__arpeggio_high__t-staccato__d-f__p-constant__v-V1__take01,real,real_violin,constant,arpeggio_high,arpeggio,high,staccato,40,f,96,96,,V1,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__arpeggio_high__t-staccato__d-f__p-constant.mid,data/real_48k/r__arpeggio_high__t-staccato__d-f__p-constant__v-V1__take01.wav,data/real_raw/r__arpeggio_high__t-staccato__d-f__p-constant__v-V1__take01.wav,planned,795
r__scale_mid__t-pizzicato__d-mf__p-constant__v-V1__take02,real,real_violin,constant,scale_mid,scale,mid,pizzicato,43,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__scale_mid__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__scale_mid__t-pizzicato__d-mf__p-constant__v-V1__take02.wav,planned,796
r__long_high__t-staccato__d-p__p-constant__v-V1__take01,real,real_violin,constant,long_high,long,high,staccato,40,p,32,32,,V1,P1,1,1,81.0,True,0.75,data/midi/expanded/reference/ref__long_high__t-staccato__d-p__p-constant.mid,data/real_48k/r__long_high__t-staccato__d-p__p-constant__v-V1__take01.wav,data/real_raw/r__long_high__t-staccato__d-p__p-constant__v-V1__take01.wav,planned,797
r__scale_high__t-pizzicato__d-mf__p-constant__v-V2__take01,real,real_violin,constant,scale_high,scale,high,pizzicato,43,mf,64,64,,V2,P1,1,1,,False,0.75,data/midi/expanded/reference/ref__scale_high__t-pizzicato__d-mf__p-constant.mid,data/real_48k/r__scale_high__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__scale_high__t-pizzicato__d-mf__p-constant__v-V2__take01.wav,planned,798
r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V3__take01,real,real_violin,constant,repeat_mid,repeat,mid,legato_slur,49,mf,64,64,,V3,P1,1,1,74.0,True,0.75,data/midi/expanded/reference/ref__repeat_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_mid__t-legato_slur__d-mf__p-constant__v-V3__take01.wav,planned,799
r__arpeggio_mid__t-legato_slur__d-mf__p-constant__v-V1__take02,real,real_violin,constant,arpeggio_mid,arpeggio,mid,legato_slur,49,mf,64,64,,V1,P1,2,2,,False,0.75,data/midi/expanded/reference/ref__arpeggio_mid__t-legato_slur__d-mf__p-constant.mid,data/real_48k/r__arpeggio_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,data/real_raw/r__arpeggio_mid__t-legato_slur__d-mf__p-constant__v-V1__take02.wav,planned,800
r__repeat_low__t-sustain__d-mf__p-constant__v-V2__take01,real,real_violin,constant,repeat_low,repeat,low,sustain,36,mf,64,64,,V2,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-sustain__d-mf__p-constant.mid,data/real_48k/r__repeat_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,data/real_raw/r__repeat_low__t-sustain__d-mf__p-constant__v-V2__take01.wav,planned,801
r__repeat_low__t-legato_slur__d-p__p-constant__v-V3__take01,real,real_violin,constant,repeat_low,repeat,low,legato_slur,49,p,32,32,,V3,P1,1,1,62.0,True,0.75,data/midi/expanded/reference/ref__repeat_low__t-legato_slur__d-p__p-constant.mid,data/real_48k/r__repeat_low__t-legato_slur__d-p__p-constant__v-V3__take01.wav,data/real_raw/r__repeat_low__t-legato_slur__d-p__p-constant__v-V3__take01.wav,planned,802
